StockCode,Description,units,revenue,orders,customers,is_recommended
84396,6 HOOK JEWELLERY STAND BLACK DRESS,516,1071.6,28,22,True
84402B,PURPLE DRESS JEWELLERY STAND,62,51.14,4,4,False
84402D,PINK DRESS JEWELLERY STAND,371,346.85,11,9,False
84405A,S/3 PINK COL METAL BASKET W HANDLE,122,900.3,45,40,False
84406B,CREAM CUPID HEARTS COAT HANGER,6682,21256.0,724,318,True
84414B,FUSCHIA/GREEN STRIPE WOOLLY BLANKET,77,497.15,8,7,False
84415A,PINK FLOCK SUEDE CUSHION COVER,14,22.5,3,3,False
84415B,BLUE FLOCK CUSHION COVER,8,20.0,3,3,False
84422,PINK/BLUE DISC/MIRROR STRING,749,374.31,25,19,False
84424A,FOUR PICTURE WHITE GLASS FRAME,23,86.25,10,10,False
84425A,WHITE GLASS TV TRIPLE FRAME,16,68.0,8,8,False
84427B,BLACK GLASS TV DOUBLE P/FRAME 15X10,17,72.25,5,5,False
84429A,MEDIUM PINK BUDDHA HEAD,92,271.4,27,22,True
84437A,S/6 PINK EASTER DECS IN BOX,105,89.25,17,17,False
84447,6 RABBIT CHAIN EASTER,52,44.199999999999996,7,7,False
84450A,PINK RABBIT SITTING EASTER,46,19.32,4,4,False
84450B,PINK/YELLOW RABBIT SAT EASTER,22,9.24,4,4,False
84450B,YELLOW RABBIT SAT EASTER,48,20.16,3,3,False
84452,METAL RABBIT LADDER EASTER,176,149.6,26,23,False
84454,WOBBLING METAL CHICKEN EASTER,85,72.25,13,11,False
84455,SET OF 3 RABBIT CARROTS EASTER,78,66.3,16,15,False
84456,SET OF 3 RABBIT EGG EASTER,33,28.049999999999997,12,12,False
84457,SET/3 RABBITS FLOWER SKIPPPING ROPE,252,214.2,40,37,True
84458,S/3 RABBIT FLOWER/EGG/CARROT ROPE,123,104.55,19,17,False
84459A,PINK METAL CHICKEN HEART,1126,1582.7,107,96,True
84459B,YELLOW METAL CHICKEN HEART,1341,1903.05,137,115,True
84461,12 PINK HEN+CHICKS IN BASKET,90,229.5,34,33,True
84462,3 PINK HEN+CHICKS IN BASKET,99,112.35,13,13,False
84464,S/60 PINK FLUFFY CHICKS IN BOX,82,179.1,11,10,False
84465,15 PINK FLUFFY CHICKS IN BOX,29,85.55000000000001,20,18,False
84466,TOP SECRET PEN SET,1210,1231.7,49,34,False
84467,ENGLISH ROSE DESIGN QUILTED THROW,306,4391.1,45,40,True
84469,ROSE DES PADDED FLOOR CUSHION,653,2090.68,39,35,True
84472,PINK AND LILAC QUILTED THROW,33,1450.4,25,23,True
84482,BUTTONS DESIGN JEWELLERY BOX,71,266.25,28,22,False
84493,BLUE/PINK NEST STRIPE BOX,1142,111.12,5,5,False
84497,BUTTONS AND STRIPES NOTEBOOK,90,337.5,32,29,False
84499,BLACK FLOWER CANDLE PLATE,294,219.66,20,16,True
84507B,STRIPES DESIGN MONKEY DOLL,1319,1622.85,89,52,True
84507C,BLUE CIRCLES DESIGN MONKEY DOLL,425,594.15,62,27,False
84508A,CAMOFLAGE DESIGN TEDDY,1584,3358.7999999999997,42,31,False
84508A,CAMOUFLAGE DESIGN TEDDY,2221,4714.95,62,28,False
84508B,STRIPES DESIGN TEDDY,159,405.45,65,40,False
84508C,BLUE CIRCLES DESIGN TEDDY,96,244.8,36,22,False
84509A,ENGLISH ROSE PLACEMATS,107,382.05,25,19,True
84509A,SET OF 4 ENGLISH ROSE PLACEMATS,1072,3842.84,245,167,True
84509B,FAIRY CAKE PLACEMATS,100,355.8,22,20,True
84509B,SET OF 4 FAIRY CAKE PLACEMATS,459,1654.05,117,87,True
84509C,DOTTY PLACEMATS,52,175.8,9,9,False
84509C,SET OF 4 DOTTY PLACEMATS,54,183.3,13,11,False
84509C,SET OF 4 POLKADOT PLACEMATS,96,340.8,32,29,False
84509E,CAROUSEL PLACEMATS,2,7.5,2,2,False
84509E,SET OF 4 CAROUSEL PLACEMATS,131,179.81,10,9,False
84509F,NEW ENGLAND PLACEMATS,32,120.0,10,6,False
84509F,SET OF 4 NEW ENGLAND PLACEMATS,2744,2298.0,33,29,False
84509G,FAIRY CAKE PLACEMATS,75,262.05,21,18,True
84509G,SET OF 4 FAIRY CAKE PLACEMATS,686,1574.7,104,84,True
84510A,SET OF 4 ENGLISH ROSE COASTERS,2166,2670.54,307,200,True
84510B,SET OF 4 FAIRY CAKES COASTERS,1094,1285.8,96,71,False
84510C,SET OF 4 POLKADOT COASTERS,115,146.17,38,30,False
84510C,SET OF 4 POLKADOTS COASTERS,109,132.45,29,22,False
84510E,SET OF 4 GREEN CAROUSEL COASTERS,128,67.8,13,12,False
84510F,SET OF 4 NEW ENGLAND COASTERS,1092,415.0,31,23,False
84519A,TOMATO CHARLIE+LOLA COASTER SET,1139,2488.89,158,96,True
84519B,CARROT CHARLIE+LOLA COASTER SET,797,1528.79,156,98,False
84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,6598,5096.74,528,327,True
84520D,PACK OF 20 FAIRY CAKE PAPER NAPKINS,619,505.98999999999995,61,53,True
84522,PINK PARTY SUNGLASSES,178,298.5,20,19,False
84526,GIANT BLACK SUNGLASSES,84,163.79999999999998,31,23,False
84527,FLAMES SUNGLASSES PINK LENSES,71,131.25,19,19,False
84529A,PINK KNITTED KIDS RUCKSACK,24,162.0,10,9,False
84529B,BLUE KNITTED KID'S RUCKSACK,3,20.25,2,2,False
84529C,YELLOW KNITTED KIDS RUCKSACK,33,222.75,11,9,False
84531A,PINK KNITTED EGG COSY,181,151.70999999999998,38,35,False
84531B,BLUE KNITTED EGG COSY,187,155.60999999999999,38,35,False
84532B,FAIRY CAKES RECTANGLUAR BOXES,38,226.1,23,21,False
84533B,FAIRY CAKES ROUND NESTING BOXES,52,293.8,19,17,False
84534B,FAIRY CAKE NOTEBOOK A5 SIZE,721,612.8499999999999,107,69,True
84535A,ENGLISH ROSE NOTEBOOK A6 SIZE,575,300.15000000000003,48,44,False
84535B,FAIRY CAKES NOTEBOOK A6 SIZE,2566,1570.97,248,141,True
84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,4478,1881.58,413,227,True
84536B,FAIRY CAKES NOTEBOOK A7 SIZE,2861,1149.68,224,131,True
84537B,FAIRY CAKES GIFT BAG,117,49.14,11,10,False
84539,KNITTED RABBIT DOLL,33,54.45,9,9,False
84546,CROCHET POODLE KEYRING,21,34.65,3,3,False
84548,CROCHET BEAR RED/BLUE  KEYRING,41,67.65,12,11,False
84549,CROCHET WHITE RABBIT KEYRING,64,100.8,9,9,False
84550,CROCHET LILAC/RED BEAR KEYRING,12,19.8,4,4,False
84551,CROCHET DOG KEYRING,24,39.6,6,6,False
84555A,YELLOW VW BEETLE CERAMIC MONEY BOX,46,130.9,15,13,False
84558A,3D DOG PICTURE PLAYING CARDS,1207,3445.45,169,116,True
84559A,3D SHEET OF DOG STICKERS,1161,987.63,151,107,True
84559B,3D SHEET OF CAT STICKERS,1140,969.0,150,97,True
84559D,3D SHEET OF SEA WORLD STICKERS,145,123.25,29,23,False
84562A,PINK/WHITE RIBBED MELAMINE JUG,143,1073.25,63,48,True
84562B,BLUE/WHITE RIBBED MELAMINE JUG,7,55.650000000000006,5,5,False
84563A,PINK & WHITE BREAKFAST TRAY,92,394.40000000000003,33,26,False
84563B,BLUE & WHITE BREAKFAST TRAY,96,370.2,37,27,False
84564,6 SEGMENT COLOURED SNACK BOWL,18,143.1,9,9,False
84567,FROSTED GLASS WITH SILVER SURROUND,9,14.85,1,1,False
84568,GIRLS ALPHABET IRON ON PATCHES,33217,6399.57,72,49,True
84569A,PACK 3 IRON ON DOG PATCHES,450,563.71,64,59,False
84569B,PACK 3 FIRE ENGINE/CAR PATCHES,407,508.75,63,54,False
84569C,PACK 4 FLOWER/BUTTERFLY PATCHES,351,438.75,50,45,False
84569D,PACK 6 HEART/ICE-CREAM PATCHES,799,1001.17,96,82,False
84570B,WHITE SATIN DRESS JEWEL STAND,4,19.8,2,2,False
84572,6 HOOK JEWEL STAND LILAC DRESS,1,8.49,1,1,False
84575A,PINK DOG CANNISTER,24,98.8,13,13,False
84575B,BROWN DOG CANNISTER W BONE,4,23.8,3,3,False
84576,BLUE CAT BISCUIT BARREL PINK HEART,84,264.0,21,19,False
84578,ELEPHANT TOY WITH BLUE T-SHIRT,160,595.68,78,67,True
84580,MOUSE TOY WITH PINK T-SHIRT,860,3228.8,312,197,True
84581,DOG TOY WITH PINK CROCHET SKIRT,441,1650.19,177,125,False
84582,PINK CROCHET CAT WITH SCARF,11,46.75,9,9,False
84584,PINK GINGHAM CAT WITH SCARF,207,527.85,50,47,False
84586L,"PINK ROSES/GINGHAM PATCH RABBIT 8""",15,44.25,9,9,False
84592,CROCHET ROSE PURSE WITH SUEDE BACK,163,480.85,38,33,False
84593,CROCHET ROSE DES CLOTHES HANGER,25,73.75,7,7,False
84595B,LARGE TRIFLE DESIGN L BLUE BOWL,229,405.15000000000003,15,13,False
84595E,LARGE TORTILLA DESIGN RED BOWL,350,653.1,27,22,False
84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,5484,3304.59,509,256,True
84596E,SMALL LICORICE DES PINK BOWL,880,850.2,124,90,True
84596F,SMALL MARSHMALLOWS PINK BOWL,4174,2623.46,410,216,True
84596G,SMALL CHOCOLATES PINK BOWL,1967,1157.93,222,118,True
84596I,WRAP SWEETS LIGHT PINK SMALL BOWL,71,78.11,9,9,True
84596J,MIXED NUTS LIGHT GREEN BOWL,676,464.03000000000003,68,50,True
84596K,JELLY BABIES YELLOW SMALL BOWL,358,420.14,64,48,True
84596L,BISCUITS SMALL BOWL LIGHT BLUE,1262,720.9399999999999,130,78,True
84597B,RETRO BROWN BALL ASHTRAY,195,234.15,19,11,False
84597C,RETRO PINK BALL ASHTRAY,352,420.8,36,21,False
84598,BOYS ALPHABET IRON ON PATCHES,18241,3542.61,41,30,True
84599,CANDY STRIPE ROSE FLOOR CUSHION,6,47.7,2,2,False
84600,NEW BAROQUE JEWELLERY BOX,94,717.3000000000001,39,31,False
84601A,NEW BAROQUE IVORY CUSHION COVER,254,607.7,12,9,False
84608,ORNATE EDWARDIAN CANDLE HOLDER,6,47.7,4,4,False
84609,TALL ROCOCO CANDLE HOLDER,129,1051.5,27,23,True
84611B,BLACK NEW BAROQUE FLOCK BOX,7,41.65,4,4,False
84612B,SET/4 BLACK  BAROQUE FLOCK COASTER,20,51.0,4,4,False
84613A,PINK NEW BAROQUE FLOCK CANDLESTICK,22,102.3,10,9,False
84613C,BLUE NEW BAROQUE FLOCK CANDLESTICK,62,258.06,12,11,False
84614A,PINK BAROQUE FLOCK CANDLE HOLDER,13,77.35000000000001,7,7,False
84614C,BLUE BAROQUE FLOCK CANDLE HOLDER,3,17.85,1,1,False
84615,PINK ROUND BUTTERFLY MIRROR,235,667.8299999999999,18,13,False
84616,SILVER ROCCOCO CHANDELIER,69,1297.75,22,19,False
84617,NEW BAROQUE BLACK BOXES,11,140.25,7,7,False
84619,BLUE GINGHAM ROSE QUILT,69,1444.15,26,22,False
84620,BLUE GINGHAM ROSE CUSHION COVER,111,660.45,46,41,True
84621,BLUE GINGHAM ROSE FLOOR CUSHION,27,214.65,13,9,False
84622,PINK GINGHAM ROSE CUSHION COVER,21,124.95,7,7,False
84623,PINK GINGHAM ROSE FLOOR CUSHION,53,261.35,12,8,False
84625A,PINK NEW BAROQUECANDLESTICK CANDLE,788,898.6999999999999,61,40,False
84625B,BLCK NEW BAROQUE CANDLESTICK CANDLE,180,279.0,17,15,True
84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,743,870.9499999999999,57,29,False
84625D,WHITE NEWBAROQUE CANDLESTICK CANDLE,639,734.25,46,36,True
84626,CANDY STRIPE ROSE QUILT,1,45.95,1,1,False
84627,CANDY STRIPE ROSE C/COVER,50,297.5,19,15,False
84629,WHITE 3 FRAME BIRDS AND TREE,24,237.8,13,12,False
84630,FLOWERS AND BIRDS WALL PLAQUE,2,15.9,1,1,False
84631,FRUIT TREE AND BIRDS WALL PLAQUE,253,715.35,24,19,False
84632,DECORATIVE HANGING SHELVING UNIT,14,799.3000000000001,10,8,False
84637,KITCHEN FLOWER POTS WALL PLAQUE,487,867.25,33,28,False
84638,SMALL KITCHEN FLOWER POTS PLAQUE,356,714.2,31,27,False
84648,NEW BAROQUE WALL MIRROR,1,12.75,1,1,False
84653,GREEN ROSE QUILT,10,453.5,8,8,False
84656,WHITE ROSE C/COVER,20,119.0,12,12,False
84657,GREEN ROSE CUSHION COVER,245,496.25,19,14,False
84658,WHITE STITCHED CUSHION COVER,198,1060.78,56,50,False
84659A,WHITE TRAVEL ALARM CLOCK,311,765.66,71,55,False
84660A,WHITE STITCHED WALL CLOCK,851,814.4,42,34,False
84660B,BLACK STITCHED WALL CLOCK,727,804.65,44,26,True
84660C,PINK STITCHED WALL CLOCK,689,778.07,55,29,True
84661A,WHITE SQUARE TABLE CLOCK,203,228.54,25,22,False
84661B,BLACK SQUARE TABLE CLOCK,207,374.29,26,21,False
84661C,PINK SQUARE TABLE CLOCK,137,124.55,12,12,True
84663A,GRASS HOPPER WOODEN WALL CLOCK,345,589.79,39,34,False
84664,CHERRY BLOSSOM BATHROOM CABINET,192,950.4,50,17,False
84665,SQUARE CHERRY BLOSSOM CABINET,226,1364.7,47,25,False
84666,SQUARE CHERRY BLOSSOM CABINET,226,892.7,33,13,False
84670,JAPANESE CROCHETED ANIMAL,5092,2045.04,168,114,True
84671B,CROCHET BEAR WITH BLUE STRIPES,98,249.9,24,20,True
84673A,PINK FLY SWAT,457,274.01,70,57,False
84673B,BLUE FLY SWAT,420,299.46,79,65,False
84674,FLYING PIG WATERING CAN,444,1093.8,92,67,False
84675,FROG KING WATERING CAN,187,467.65,44,39,False
84676,BATH DUCK WATERING CAN,832,2016.52,98,76,True
84678,CLASSICAL ROSE SMALL VASE,541,989.5500000000001,64,52,True
84679,CLASSICAL ROSE TABLE LAMP,14,103.3,4,4,False
84680,CLASSICAL ROSE URN,94,372.3,17,14,False
84682,CLASSICAL ROSE DISH,283,528.85,38,31,False
84683,CLASSICAL ROSE CANDLESTAND,509,449.05,27,18,False
84684,BEACH HUT PHOTO FRAME,574,583.1,21,17,True
84685,BEACH HUT KEY CABINET,359,786.25,54,46,True
84686,BEACH HUT MIRROR,344,654.54,37,33,False
84687,BEACH HUT SHELF W 3 DRAWERS,292,961.4,52,43,True
84688,BEACH HUT DESIGN BLACKBOARD,388,1025.0,47,39,False
84689,S/2 BEACH HUT TREASURE CHESTS,305,671.65,34,29,True
84690,S/2 BEACH HUT STOOLS,26,206.70000000000002,13,12,False
84691,PACK 20 DOLLY PEGS,2616,2036.4,179,124,False
84692,BOX OF 24 COCKTAIL PARASOLS,17299,6964.39,721,348,True
84705A,ENGLISH ROSE PHOTO FRAME,14,65.10000000000001,7,5,False
84705B,FAIRY CAKES PHOTO FRAME,83,103.75,2,2,False
84705C,PINK FLOCK PHOTO FRAME,160,213.6,6,5,False
84705D,CHERRY BLOSSOM PHOTO FRAME,10,46.5,3,3,False
84705F,RED PEONY PHOTO FRAME,8,37.2,5,4,False
84706A,ENGLISH ROSE TABLE CLOCK,136,307.2,6,6,False
84706B,FAIRY CAKES TABLE CLOCK,19,170.04999999999998,8,8,False
84706C,PINK FLOCK TABLE CLOCK,84,170.8,4,4,False
84706D,CHERRY BLOSSOM TABLE CLOCK,216,477.2,14,14,False
84706F,RED PEONY TABLE CLOCK,33,199.35,16,15,False
84707A,SILVER JEWELLED MIRROR TRINKET TRAY,91,689.49,40,36,False
84707B,PINK JEWELLED MIRROR TRINKET TRAY,47,357.65999999999997,22,22,True
84708B,PINK JEWELLED PHOTO FRAME,126,618.1,45,36,False
84709A,SILVER OVAL JEWELLED MIRROR,21,124.95,11,11,False
84709B,PINK OVAL JEWELLED MIRROR,111,629.25,41,32,False
84711A,SILVER OVAL SHAPE TRINKET BOX,31,308.45,14,13,True
84711B,PINK OVAL SHAPE TRINKET BOX,20,199.0,12,11,False
84712B,PINK JEWELLED PHOTO FRAME,67,529.47,36,29,False
84715,SET OF 6 ICE CREAM SKITTLES,232,684.4000000000001,39,35,True
84720,DOT MATRIX CANVAS ART PICTURE,35,147.05,3,3,False
84721,MANHATTAN CANVAS ART PICTURE,20,87.8,2,2,False
84723,CHERRY BLOSSOM CANVAS ART PICTURE,54,201.3,12,11,False
84725,FREESTYLE CANVAS ART PICTURE,133,212.25,28,24,False
84726,LILLIES CANVAS PICTURE,233,394.85,5,4,False
84731,3 BIRDS CANVAS SCREEN,3,3.69,3,3,False
84732B,CUTE BIRD CEATURE SCREEN,28,18.48,6,6,False
84732D,CUTE RABBIT CEATURE SCREEN,15,10.89,6,6,False
84741C,CITRUS GARLAND FELT FLOWERS,180,351.0,47,42,False
84743C,ORANGE FELT VASE + FLOWERS,9,11.25,5,5,False
84744,S/6 SEW ON CROCHET FLOWERS,147,183.75,29,26,False
84745A,PINK HANGING GINGHAM EASTER HEN,72,30.240000000000002,15,13,False
84745B,BLUE HANGING GINGHAM EASTER HEN,83,34.86,17,15,False
84746,PINK EASTER HENS+FLOWER,12,45.0,8,6,False
84748,FOLK FELT HANGING MULTICOL GARLAND,980,1231.8,31,27,False
84750A,PINK SMALL GLASS CAKE STAND,447,814.05,49,42,False
84750B,BLACK SMALL GLASS CAKE STAND,564,956.64,55,43,True
84751B,BLACK MEDIUM GLASS CAKE STAND,38,115.86,19,18,False
84753A,PINK EAU DE COLOGNE BOTTLE,85,72.25,15,14,True
84754,S/15 SILVER GLASS BAUBLES IN BAG,1958,2338.06,161,129,True
84755,COLOUR GLASS T-LIGHT HOLDER HANGING,39259,23598.510000000002,1100,524,True
84757,ENCHANTED GARDEN WROUGHT IRON TABLE,5,74.75,4,4,False
84760L,LARGE HANGING GLASS+ZINC LANTERN,560,896.0,1,1,False
84760S,SMALL HANGING GLASS+ZINC LANTERN,197,285.65,24,24,False
84761,IVORY HANGING BIRD PLANTER,245,613.9499999999999,46,33,True
84762A,WHITE PICNIC BARBECUE BUCKET,54,474.9,24,24,False
84762B,PINK PICNIC BARBECUE BUCKET,82,574.3000000000001,21,19,True
84762C,GREEN PICNIC BARBECUE BUCKET,78,531.3,18,18,False
84763,ZINC FINISH 15CM PLANTER POTS,1467,1778.27,148,106,True
84765,SILVER ROCOCO CANDELABRA,7,89.25,4,4,False
84766,SILVER ROCOCO CANDLE STICK,200,638.0,27,24,True
84767,ZINC POLICE BOX LANTERN,193,783.7,4,4,False
84770,ROUND GEORGIAN SILVER MIRROR,135,419.25,16,14,False
84773,RED ROSE AND LACE C/COVER,187,551.65,46,34,False
84782A,PINK 3 TIER GLASS PLATE STAND,119,840.45,26,24,True
84782B,BLACK 3 TIER GLASS PLATE STAND,10,127.5,6,6,True
84782C,GREEN 3 TIER GLASS PLATE STAND,74,509.9,18,18,False
84789,ENCHANTED BIRD PLANT CAGE,432,1464.0,112,81,True
84791,GINGHAM HEART DECORATION,296,863.6,75,66,True
84792,ENCHANTED BIRD COATHANGER 5 HOOK,2201,9326.33,437,248,True
84795A,PASTEL STRIPE HAMMOCK,194,1458.3000000000002,56,34,True
84795B,SUNSET CHECK HAMMOCK,283,2135.85,83,56,True
84795C,OCEAN STRIPE HAMMOCK,294,2253.3,105,70,True
84795D,SEASIDE STRIPE HAMMOCK,179,1387.05,73,53,True
84795E,RIO PINK STRIPE HAMMOCK,10,79.5,5,3,False
84796A,PINK HAWAIIAN PICNIC HAMPER FOR 2,150,856.5,25,23,True
84796B,BLUE SAVANNAH PICNIC HAMPER FOR 2,230,1645.3,32,28,True
84797A,PINK HAWAIIAN PICNIC HAMPER FOR 4,349,1883.55,25,21,False
84797B,BLUE SAVANNAH PICNIC HAMPER FOR 4,310,1654.5,24,22,False
84798A,PINK FOXGLOVE ARTIIFCIAL FLOWER,186,409.5,9,9,False
84798B,PURPLE FOXGLOVE ARTIIFCIAL FLOWER,322,482.7,9,8,False
84798C,WHITE FOXGLOVE ARTIIFCIAL FLOWER,16,40.8,3,3,False
84799,SPRIG LAVENDER ARTIFICIAL FLOWER,667,515.03,29,26,False
84800L,LARGE WHITE/PINK ROSE ART FLOWER,647,964.4300000000001,37,32,False
84800M,MEDIUM WHITE/PINK ROSE ART FLOWER,249,355.53000000000003,26,25,False
84800S,SMALL WHITE/PINK ROSE ART FLOWER,388,292.03999999999996,19,19,False
84801A,PINK HYDRANGEA ART FLOWER,272,427.44,15,14,False
84801B,WHITE HYDRANGEA ART FLOWER,202,319.8,16,14,False
84802A,WHITE ANEMONE ARTIFICIAL FLOWER,171,288.99,21,21,False
84802B,PURPLE ANEMONE ARTIFICIAL FLOWER,405,379.65000000000003,16,16,False
84803A,PINK ALLIUM  ARTIFICIAL FLOWER,109,184.21,16,16,True
84803B,WHITE ALLIUM  ARTIFICIAL FLOWER,40,67.6,10,10,False
84804A,CREAM DELPHINIUM ARTIFICIAL FLOWER,215,387.53,17,15,True
84804B,BLUE DELPHINIUM ARTIFICIAL FLOWER,355,501.96999999999997,19,17,False
84805A,CREAM CLIMBING HYDRANGA ART FLOWER,145,205.35,7,7,False
84805B,BLUE CLIMBING HYDRANGA ART FLOWER,339,547.65,8,7,False
84806A,PINK CANDYSTUFT ARTIFICIAL FLOWER,319,261.90999999999997,20,19,False
84806B,WHITE CANDYSTUFT ARTIFICIAL FLOWER,433,543.37,30,28,False
84807,RED POPPY ARTIFICIAL FLOWER,233,215.93,7,7,False
84809A,WHITE CHRYSANTHEMUMS ART FLOWER,259,439.14,18,18,False
84809B,PINK CHRYSANTHEMUMS ART FLOWER,296,351.6,8,7,False
84813,SET OF 4 DIAMOND NAPKIN RINGS,379,2722.47,69,53,True
84814A,HEXAGONAL CRYSTAL PERFUME BOTTLE,1,1.95,1,1,False
84814B,RHOMBUS CRYSTAL PERFUME BOTTLE,6,11.7,2,2,False
84815,SET OF 3 DANISH ROSE PLANTERS,906,1022.5,36,34,False
84816,DANISH ROSE BEDSIDE CABINET,31,1198.45,18,18,False
84817,DANISH ROSE DECORATIVE PLATE,1051,920.64,77,70,True
84818,DANISH ROSE PHOTO FRAME,1691,2122.61,153,122,True
84819,DANISH ROSE ROUND SEWING BOX,907,1359.79,94,82,False
84820,DANISH ROSE TRINKET TRAYS,317,828.15,49,46,False
84821,DANISH ROSE DELUXE COASTER,1306,722.5,67,50,True
84823,DANISH ROSE FOLDING CHAIR,120,1210.0,29,29,True
84824,DANISH ROSE UMBRELLA STAND,33,513.55,27,23,False
84826,ASSTD DESIGN 3D PAPER STICKERS,1731,866.53,50,48,False
84827,ASS DES PHONE SPONGE CRAFT STICKER,1025,488.49,28,23,False
84828,JUNGLE POPSICLES ICE LOLLY HOLDERS,1467,1788.15,137,92,False
84828,JUNGLE POPSICLES ICE LOLLY MOULDS,831,1038.66,96,74,False
84830,LARGE ENGLISH ARBORETUM,113,1195.15,7,7,False
84832,ZINC WILLIE WINKIE  CANDLE STICK,6166,5127.219999999999,442,281,True
84836,ZINC METAL HEART DECORATION,19328,23331.43,1244,662,True
84837,WHITE SWEETHEARTS CABINET 4 DRAWERS,239,2915.25,133,109,True
84838,ANT WHITE HIGH RISE BIRD BOX,49,304.0,3,3,False
84839,SWEETHEART KEY CABINET,1478,8201.7,351,219,True
84840,SWEETHEART CARRY-ALL BASKET,263,2194.7,126,110,True
84842,HELLO SAILOR BATHROOM SET,1495,675.05,26,22,True
84843,WHITE SOAP RACK WITH 2 BOTTLES,247,1376.05,86,66,True
84845A,HOLLYHOCK SQUARE HANDY TIN,1,1.25,1,1,False
84845C,CARNATION SQUARE HANDY TIN,42,52.5,14,14,False
84845D,GERANIUM SQUARE HANDY TIN,41,51.25,11,11,False
84846A,SCENTED CANDLE IN DIGITALIS TIN,232,487.2,42,39,True
84847,FLORAL BATHROOM SET,2315,1043.01,37,32,False
84849A,HELLO SAILOR BLUE SOAP HOLDER,430,700.78,68,52,False
84849B,FAIRY SOAP SOAP HOLDER,1819,2932.99,226,123,True
84849D,HOT BATHS SOAP HOLDER,1518,2484.78,227,122,True
84854,GIRLY PINK TOOL SET,280,1302.0,57,42,True
84855,BLOKEY SILVER TOOL SET,31,153.45,11,10,False
84856L,LARGE TAHITI BEACH BAG,211,1177.45,55,46,False
84856S,SMALL TAHITI BEACH BAG,457,1802.49,29,25,False
84857A,SILVER MONTE CARLO HANDBAG,8,68.0,3,2,False
84857B,BLUE MONTE CARLO HANDBAG,24,46.8,1,1,False
84857C,PINK MONTE CARLO HANDBAG,193,402.54999999999995,14,13,False
84858A,NATURAL RIVIERA HANDBAG,52,116.7,7,7,False
84858B,BLUE RIVIERA HANDBAG,326,431.0,9,8,False
84858C,PINK RIVIERA HANDBAG,344,575.7,27,22,False
84859A,SILVER DISCO HANDBAG,284,560.76,50,40,False
84859B,BLUE DISCO HANDBAG,279,417.43,15,14,False
84859C,PINK DISCO HANDBAG,302,542.64,37,29,False
84864A,PINK PAISLEY PHOTO ALBUM,4,27.0,3,3,False
84865,NEW BAROQUE BLACK PHOTO ALBUM,64,449.65,37,26,False
84867A,PINK BABY GIRLS PHOTO ALBUM,15,92.25,3,3,False
84868A,PINK BABY GIRL'S MEMORY BOX,2,13.9,2,2,False
84868B,BLUE BABY BOY'S MEMORY BOX,5,34.75,4,4,False
84869,CANDY BUTTON PHOTO ALBUM,295,631.25,21,18,True
84870B,BLUE GEISHA GIRL,54,202.5,23,22,False
84870C,GREEN GEISHA GIRL,54,202.5,21,21,False
84872A,TEATIME FUNKY FLOWER BACKPACK FOR 2,7,118.65,6,6,False
84873A,FUNKY FLOWER PICNIC BAG FOR 4,6,101.69999999999999,5,5,False
84874B,BLUE TRAVEL FIRST AID KIT,78,128.7,28,26,False
84875A,PINK SQUARE COMPACT MIRROR,15,56.25,11,10,False
84875B,GREEN SQUARE COMPACT MIRROR,367,476.25,35,16,False
84875D,BLUE SQUARE COMPACT MIRROR,371,483.75,37,17,False
84876B,GREEN HEART COMPACT MIRROR,327,423.75,27,22,False
84876C,SILVER HEART COMPACT MIRROR,7,26.25,4,4,False
84876D,BLUE HEART COMPACT MIRROR,324,547.5,28,24,False
84877A,PINK ROUND COMPACT MIRROR,46,142.5,14,14,False
84877B,GREEN ROUND COMPACT MIRROR,227,296.25,15,13,False
84877D,BLUE ROUND COMPACT MIRROR,101,173.75,15,14,False
84879,ASSORTED COLOUR BIRD ORNAMENT,78234,124351.86,2652,1010,True
84880,WHITE WIRE EGG HOLDER,1668,9227.8,327,185,True
84881,BLUE WIRE SPIRAL CANDLE HOLDER,50,317.5,22,21,False
84882,GREEN WIRE STANDING CANDLE HOLDER,55,206.25,27,22,False
84884A,ANT WHITE WIRE HEART SPIRAL,1654,5817.66,269,195,True
84886,BLUE METAL WALL SHELF,11,109.44999999999999,8,8,False
84891B,GREEN WIRE GOBLET CANDLEHOLDER,7,55.65,5,5,False
84893,ANT WHITE IRON BASKET,33,186.35000000000002,15,12,False
84898F,YELLOW FLOWERS FELT HANDBAG KIT,154,323.4,47,37,False
84899E,YELLOW + BROWN BEAR FELT PURSE KIT,35,43.75,11,9,False
84899E,YELLOW BROWN BEAR FELT PURSE KIT,11,13.75,3,3,False
84899F,YELLOW PURPLE DAISY FELT PURSE KIT,86,107.5,23,20,False
84901,BLACK FACE LAMB WITH PANTS,98,365.34,56,44,True
84902,PINK KNITTED COW STUFFED TOY,58,215.34,33,28,False
84905,PINK BUTTERFLY C/COVER,6,29.700000000000003,3,3,False
84905,PINK BUTTERFLY CUSHION COVER,145,362.55,17,16,False
84906,PINK B'FLY C/COVER W BOBBLES,41,243.95,14,11,False
84906,PINK BUTTERFLY CUSHION COVER,17,33.15,4,3,False
84907,PINK YELLOW PATCH CUSHION COVER,359,774.1500000000001,11,9,False
